rank,category,confidence,id_name,family,winols,ghidra,hub,delta,map_start,same_9979,source,atlas_id,atlas_addr,atlas_cols,atlas_rows,atlas_length,folder,fam_label,call_site,notes
1,AccPed,high,AccPed_trq4A,AccPed_trq4A,0x1CFFC0,0x801CFFC0,2d,0x0,,0,hub,AccPed_trq4A@1CFFC0,1CFFC0,8,16,256,Engine torque request,fam_D0002198_unkY_1CFFC0,0x800CC4AA,high: empreinte diverse = famille AccPed_trq4A (Engine torque request) delta=0x0 cols=8 rows=16 src=a2l; differe de 9979 au meme offset; fp32=4ae970224d49 uniq_u16=29
2,AccPed,high,AccPed_trq4A@1D0640,AccPed_trq4A,0x1D0640,0x801D0640,atlas_start,0x0,0x1D0640,1,atlas_start,AccPed_trq4A@1D0640,1D0640,8,16,256,Engine torque request,,,high: atlas start fingerprint match cols=8 rows=16 src=atlas; identique vs ORI 9979; fp=fe9478c5c3a9 uniq=15 len=256
3,AccPed,high,AccPed_trq4A,AccPed_trq4A,0x1CFAE4,0x801CFAE4,F,0x24,,0,hub,AccPed_trq4A@1CFAC0,1CFAC0,8,16,256,Engine torque request,F_fam_unkX_unkY_1CFAE4,0x800EC250,high: empreinte diverse = famille AccPed_trq4A (Engine torque request) delta=0x24 cols=8 rows=16 src=a2l; differe de 9979 au meme offset; fp32=7a19e5133987 uniq_u16=29
4,AccPed,high,AccPed_trq4A,AccPed_trq4A,0x1CFCE4,0x801CFCE4,D,0x24,,0,hub,AccPed_trq4A@1CFCC0,1CFCC0,8,16,256,Engine torque request,D_fam_unkX_unkY_1CFCE4,0x800E2DFC,high: empreinte diverse = famille AccPed_trq4A (Engine torque request) delta=0x24 cols=8 rows=16 src=a2l; differe de 9979 au meme offset; fp32=7a19e5133987 uniq_u16=29
5,AccPed,medium,AccPed_trq4A,AccPed_trq4A,0x1D0AA8,0x801D0AA8,B,0x4C,0x1D0A5C,1,hub,AccPed_trq4A,1CF9C0,8,16,256,Engine torque request,B_fam_unkX_unkY_1D0AA8,0x8010FED6,medium: pointe DANS AccPed_trq4A @0x1D0A5C +0x4C (Engine torque request) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4e23ee78a921 uniq_u16=29
6,AccPed,medium,AccPed_trq4A,AccPed_trq4A,0x1CFA30,0x801CFA30,C,0x70,0x1CF9C0,0,hub,AccPed_trq4A,1CF9C0,8,16,256,Engine torque request,C_fam_unkX_unkY_1CFA30,0x80116CAE,medium: pointe DANS AccPed_trq4A @0x1CF9C0 +0x70 (Engine torque request) - pas le debut; comment only; differe de 9979 au meme offset; fp32=b60a07b67dab uniq_u16=26
7,AccPed,medium,AccPed_trq4A,AccPed_trq4A,0x1D0ACC,0x801D0ACC,N,0x70,0x1D0A5C,1,hub,AccPed_trq4A,1CF9C0,8,16,256,Engine torque request,N_fam_unkX_unkY_1D0ACC,0x80116446,medium: pointe DANS AccPed_trq4A @0x1D0A5C +0x70 (Engine torque request) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=9c9061c2a997 uniq_u16=29
8,AccPed,medium,AccPed_trq4A,AccPed_trq4A,0x1CFA3C,0x801CFA3C,E,0x7C,0x1CF9C0,0,hub,AccPed_trq4A,1CF9C0,8,16,256,Engine torque request,E_fam_D0003154_unkY_1CFA3C,0x80116C8E,medium: pointe DANS AccPed_trq4A @0x1CF9C0 +0x7C (Engine torque request) - pas le debut; comment only; differe de 9979 au meme offset; fp32=78fffd206fe2 uniq_u16=22
9,AccPed,medium,AccPed_trq4A,AccPed_trq4A,0x1CFE3C,0x801CFE3C,C,0x7C,0x1CFDC0,0,hub,AccPed_trq4A@1CFDC0,1CFDC0,8,16,256,Engine torque request,C_fam_unkX_D0002AF6_1CFE3C,0x8007D838,medium: pointe DANS AccPed_trq4A @0x1CFDC0 +0x7C (Engine torque request) - pas le debut; comment only; differe de 9979 au meme offset; fp32=78fffd206fe2 uniq_u16=22
10,AccPed,medium,AccPed_trq4A,AccPed_trq4A,0x1D0ADC,0x801D0ADC,C,0x80,0x1D0A5C,1,hub,AccPed_trq4A,1CF9C0,8,16,256,Engine torque request,C_fam_unkX_unkY_1D0ADC,0x8008749C,medium: pointe DANS AccPed_trq4A @0x1D0A5C +0x80 (Engine torque request) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=134f2b3d642e uniq_u16=29
11,AccPed,medium,AccPed_trq4A,AccPed_trq4A,0x1D0AEC,0x801D0AEC,2d,0x90,0x1D0A5C,1,hub,AccPed_trq4A,1CF9C0,8,16,256,Engine torque request,fam_unkX_D0001ADE_1D0AEC,0x800DDFF8,medium: pointe DANS AccPed_trq4A @0x1D0A5C +0x90 (Engine torque request) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=e8b7692af6a2 uniq_u16=29
12,AccPed,medium,AccPed_trq4A,AccPed_trq4A,0x1CFEB4,0x801CFEB4,E,0xF4,0x1CFDC0,0,hub,AccPed_trq4A@1CFDC0,1CFDC0,8,16,256,Engine torque request,E_fam_D000243E_unkY_1CFEB4,0x80119B58,medium: pointe DANS AccPed_trq4A @0x1CFDC0 +0xF4 (Engine torque request) - pas le debut; comment only; differe de 9979 au meme offset; fp32=cc5fea5475a1 uniq_u16=23
13,AccPed,medium,AccPed_trq4A,AccPed_trq4A,0x1D073A,0x801D073A,H,0xFA,0x1D0640,1,hub,AccPed_trq4A@1D0640,1D0640,8,16,256,Engine torque request,H_fam_unkX_unkY_1D073A,0x8009902A,medium: pointe DANS AccPed_trq4A @0x1D0640 +0xFA (Engine torque request) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d6de0b9f09f1 uniq_u16=2
14,clutch_prot,high,tqlim_cluth_prot,tqlim_cluth_prot,0x1D0860,0x801D0860,atlas_start,0x0,0x1D0860,1,atlas_start,tqlim_cluth_prot,1D0860,8,8,128,Engine torque limiters,,,high: atlas start fingerprint match cols=8 rows=8 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=af9613760f72 uniq=1 len=128
15,clutch_prot,medium,tqlim_cluth_prot,tqlim_cluth_prot,0x1D086C,0x801D086C,C,0xC,0x1D0860,1,hub,tqlim_cluth_prot,1D0860,8,8,128,Engine torque limiters,C_fam_D000273C_D0002754_1D086C,0x800FC314,medium: pointe DANS tqlim_cluth_prot @0x1D0860 +0xC (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=90ca3dfd1ba9 uniq_u16=5
16,clutch_prot,medium,tqlim_cluth_prot,tqlim_cluth_prot,0x1D0878,0x801D0878,C,0x18,0x1D0860,1,hub,tqlim_cluth_prot,1D0860,8,8,128,Engine torque limiters,C_fam_unkX_unkY_1D0878,0x800FC25A,medium: pointe DANS tqlim_cluth_prot @0x1D0860 +0x18 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=427d43f8fdb4 uniq_u16=5
17,clutch_prot,medium,tqlim_cluth_prot,tqlim_cluth_prot,0x1D08BC,0x801D08BC,F,0x5C,0x1D0860,1,hub,tqlim_cluth_prot,1D0860,8,8,128,Engine torque limiters,F_fam_unkX_unkY_1D08BC,0x80074040,medium: pointe DANS tqlim_cluth_prot @0x1D0860 +0x5C (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=0b6d4b2f6e36 uniq_u16=8
18,tqlim,high,tqlim_base_pu_4A,tqlim_base_pu_4A,0x1D3190,0x801D3190,atlas_start,0x0,0x1D3190,1,atlas_start,tqlim_base_pu_4A,1D3190,8,26,416,Engine torque limiters,,,high: atlas start fingerprint match cols=8 rows=26 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=272e7850cf5b uniq=1 len=416
19,tqlim,medium,tqlim_base8A,tqlim_base8A,0x1D3928,0x801D3928,C,0x0,0x1D3928,1,hub,,,,,,Engine torque limiters,C_fam_unkX_unkY_1D3928,0x800BDF28,medium: pointe DANS tqlim_base8A @0x1D3928 +0x0 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=dde1e2922309 uniq_u16=5
20,tqlim,medium,tqlim_base_pu_4A,tqlim_base_pu_4A,0x1D32CC,0x801D32CC,B,0x13C,0x1D3190,0,hub,tqlim_base_pu_4A,1D3190,8,26,416,Engine torque limiters,B_fam_unkX_unkY_1D32CC,0x8008736E,medium: pointe DANS tqlim_base_pu_4A @0x1D3190 +0x13C (Engine torque limiters) - pas le debut; comment only; differe de 9979 au meme offset; fp32=c341347c2deb uniq_u16=5
21,tqlim,medium,tqlim_base_pu_4A,tqlim_base_pu_4A,0x1D330C,0x801D330C,C,0x17C,0x1D3190,0,hub,tqlim_base_pu_4A,1D3190,8,26,416,Engine torque limiters,C_fam_unkX_unkY_1D330C,0x800DDACE,medium: pointe DANS tqlim_base_pu_4A @0x1D3190 +0x17C (Engine torque limiters) - pas le debut; comment only; differe de 9979 au meme offset; fp32=f9a67fd31aed uniq_u16=9
22,tqlim,medium,tqlim_base_pu_4A,tqlim_base_pu_4A,0x1D332C,0x801D332C,E,0x19C,0x1D3190,1,hub,tqlim_base_pu_4A,1D3190,8,26,416,Engine torque limiters,E_fam_unkX_unkY_1D332C,0x800DDA36,medium: pointe DANS tqlim_base_pu_4A @0x1D3190 +0x19C (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=eecc0af4dcb0 uniq_u16=9
23,tqlim_other,high,tqlim_speed2A,tqlim_speed2A,0x1CEED4,0x801CEED4,atlas_start,0x0,0x1CEED4,1,atlas_start,tqlim_speed2A,1CEED4,6,8,96,Engine torque limiters,,,high: atlas start fingerprint match cols=6 rows=8 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=43078915d4e5 uniq=1 len=96
24,tqlim_other,high,tqlim_fuel_temp2,tqlim_fuel_temp2,0x1D2C1C,0x801D2C1C,atlas_start,0x0,0x1D2C1C,1,atlas_start,tqlim_fuel_temp2,1D2C1C,4,6,48,Engine torque limiters,,,high: atlas start fingerprint match cols=4 rows=6 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=56f19a68ada1 uniq=1 len=48
25,tqlim_other,high,tqlim_fuel_temp2A,tqlim_fuel_temp2A,0x1D3390,0x801D3390,atlas_start,0x0,0x1D3390,1,atlas_start,tqlim_fuel_temp2A,1D3390,16,16,512,Engine torque limiters,,,high: atlas start fingerprint match cols=16 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=af9613760f72 uniq=1 len=512
26,tqlim_other,high,tqlim_tegt_temp,tqlim_tegt_temp,0x1D35A8,0x801D35A8,atlas_start,0x0,0x1D35A8,1,atlas_start,tqlim_tegt_temp,1D35A8,16,16,512,Engine torque limiters,,,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=c032bb01c318 uniq=13 len=512
27,tqlim_other,medium,tqlim_speed2A,tqlim_speed2A,0x1CEEF4,0x801CEEF4,2d,0x20,0x1CEED4,1,hub,tqlim_speed2A,1CEED4,6,8,96,Engine torque limiters,fam_D0002810_unkY_1CEEF4,0x800A6B86,medium: pointe DANS tqlim_speed2A @0x1CEED4 +0x20 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=43078915d4e5 uniq_u16=1
28,tqlim_other,medium,tqlim_speed2A,tqlim_speed2A,0x1CEF18,0x801CEF18,2d,0x44,0x1CEED4,1,hub,tqlim_speed2A,1CEED4,6,8,96,Engine torque limiters,fam_unkX_unkY_1CEF18,0x800B0394,medium: pointe DANS tqlim_speed2A @0x1CEED4 +0x44 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=219795ff2744 uniq_u16=9
29,tqlim_other,medium,tqlim_fuel_temp2A,tqlim_fuel_temp2A,0x1D33D8,0x801D33D8,2d,0x48,0x1D3390,1,hub,tqlim_fuel_temp2A,1D3390,16,16,512,Engine torque limiters,fam_unkX_unkY_1D33D8,0x800EDCA2,medium: pointe DANS tqlim_fuel_temp2A @0x1D3390 +0x48 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=af9613760f72 uniq_u16=5
30,tqlim_other,medium,tqlim_tegt_temp,tqlim_tegt_temp,0x1D3618,0x801D3618,D,0x70,0x1D35A8,1,hub,tqlim_tegt_temp,1D35A8,16,16,512,Engine torque limiters,D_fam_D000244C_unkY_1D3618,0x80097294,medium: pointe DANS tqlim_tegt_temp @0x1D35A8 +0x70 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=cc1c7052f2dc uniq_u16=26
31,tqlim_other,medium,tqlim_tegt_temp,tqlim_tegt_temp,0x1D3670,0x801D3670,K,0xC8,0x1D35A8,1,hub,tqlim_tegt_temp,1D35A8,16,16,512,Engine torque limiters,K_fam_unkX_unkY_1D3670,0x8009725C,medium: pointe DANS tqlim_tegt_temp @0x1D35A8 +0xC8 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=9e7e28f28780 uniq_u16=27
32,tqlim_other,medium,tqlim_tegt_temp,tqlim_tegt_temp,0x1D3712,0x801D3712,H,0x16A,0x1D35A8,1,hub,tqlim_tegt_temp,1D35A8,16,16,512,Engine torque limiters,H_fam_unkX_unkY_1D3712,0x8009900A,medium: pointe DANS tqlim_tegt_temp @0x1D35A8 +0x16A (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=197f229e9664 uniq_u16=23
33,tqlim_other,medium,tqlim_tegt_temp,tqlim_tegt_temp,0x1D3738,0x801D3738,H,0x190,0x1D35A8,1,hub,tqlim_tegt_temp,1D35A8,16,16,512,Engine torque limiters,H_fam_unkX_unkY_1D3738,0x800991D4,medium: pointe DANS tqlim_tegt_temp @0x1D35A8 +0x190 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=c1ba1c872cae uniq_u16=23
34,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D144C,0x801D144C,2d,0x34,0x1D1418,1,hub,,,,,,Smoke limitation,fam_unkX_unkY_1D144C,0x801065F8,medium: pointe DANS smoke_maf_trqA @0x1D1418 +0x34 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
35,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D1B24,0x801D1B24,F,0x4C,0x1D1AD8,1,hub,,,,,,Smoke limitation,F_fam_unkX_unkY_1D1B24,0x800E2BD8,medium: pointe DANS smoke_maf_trqA @0x1D1AD8 +0x4C (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
36,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D16F0,0x801D16F0,G,0x98,0x1D1658,1,hub,,,,,,Smoke limitation,G_fam_unkX_unkY_1D16F0,0x80093D90,medium: pointe DANS smoke_maf_trqA @0x1D1658 +0x98 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
37,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D193C,0x801D193C,2d,0xA4,0x1D1898,1,hub,,,,,,Smoke limitation,fam_unkX_D0002F8E_1D193C,0x800F91F4,medium: pointe DANS smoke_maf_trqA @0x1D1898 +0xA4 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
38,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D14C4,0x801D14C4,2d,0xAC,0x1D1418,1,hub,,,,,,Smoke limitation,fam_D0002E38_unkY_1D14C4,0x80121E4C,medium: pointe DANS smoke_maf_trqA @0x1D1418 +0xAC (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
39,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D1720,0x801D1720,H,0xC8,0x1D1658,1,hub,,,,,,Smoke limitation,H_fam_unkX_unkY_1D1720,0x8009903C,medium: pointe DANS smoke_maf_trqA @0x1D1658 +0xC8 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
40,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D0DC4,0x801D0DC4,2d,0xD8,0x1D0CEC,1,hub,,,,,,Smoke limitation,fam_unkX_unkY_1D0DC4,0x800E32B8,medium: pointe DANS smoke_maf_trqA @0x1D0CEC +0xD8 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
41,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D12CC,0x801D12CC,B,0xF4,0x1D11D8,1,hub,,,,,,Smoke limitation,B_fam_unkX_unkY_1D12CC,0x800873A8,medium: pointe DANS smoke_maf_trqA @0x1D11D8 +0xF4 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
42,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D17A0,0x801D17A0,I,0x148,0x1D1658,1,hub,,,,,,Smoke limitation,I_fam_D0002452_D0002454_1D17A0,0x80097512,medium: pointe DANS smoke_maf_trqA @0x1D1658 +0x148 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
43,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D19EC,0x801D19EC,2d,0x154,0x1D1898,1,hub,,,,,,Smoke limitation,fam_unkX_unkY_1D19EC,0x800B7680,medium: pointe DANS smoke_maf_trqA @0x1D1898 +0x154 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
44,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D0E48,0x801D0E48,2d,0x15C,0x1D0CEC,1,hub,,,,,,Smoke limitation,fam_unkX_unkY_1D0E48,0x80074DCE,medium: pointe DANS smoke_maf_trqA @0x1D0CEC +0x15C (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
45,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D1A44,0x801D1A44,F,0x1AC,0x1D1898,1,hub,,,,,,Smoke limitation,F_fam_unkX_D000BAD6_1D1A44,0x8011BC7C,medium: pointe DANS smoke_maf_trqA @0x1D1898 +0x1AC (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
46,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D15DC,0x801D15DC,D,0x1C4,0x1D1418,1,hub,,,,,,Smoke limitation,D_fam_unkX_unkY_1D15DC,0x80093C82,medium: pointe DANS smoke_maf_trqA @0x1D1418 +0x1C4 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
47,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D13A8,0x801D13A8,M,0x1D0,0x1D11D8,1,hub,,,,,,Smoke limitation,M_fam_unkX_unkY_1D13A8,0x800CC852,medium: pointe DANS smoke_maf_trqA @0x1D11D8 +0x1D0 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
48,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D0ECC,0x801D0ECC,E,0x1E0,0x1D0CEC,1,hub,,,,,,Smoke limitation,E_fam_unkX_unkY_1D0ECC,0x80119724,medium: pointe DANS smoke_maf_trqA @0x1D0CEC +0x1E0 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
49,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D184C,0x801D184C,2d,0x1F4,0x1D1658,1,hub,,,,,,Smoke limitation,fam_unkX_unkY_1D184C,0x800FC1B4,medium: pointe DANS smoke_maf_trqA @0x1D1658 +0x1F4 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
50,smoke_maf,medium,smoke_maf_trqA,smoke_maf_trqA,0x1D0EE4,0x801D0EE4,B,0x1F8,0x1D0CEC,1,hub,,,,,,Smoke limitation,B_fam_D0001FA2_D0001FBC_1D0EE4,0x800AE028,medium: pointe DANS smoke_maf_trqA @0x1D0CEC +0x1F8 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
51,smoke,high,smoke_mapA,smoke_mapA,0x1D1D18,0x801D1D18,atlas_start,0x0,0x1D1D18,1,atlas_start,smoke_mapA,1D1D18,19,18,684,Smoke limitation,,,high: atlas start fingerprint match cols=19 rows=18 src=atlas; identique vs ORI 9979; fp=6bf32f34d6a9 uniq=16 len=684
52,smoke,high,smoke_mapA@1D1FC4,smoke_mapA,0x1D1FC4,0x801D1FC4,atlas_start,0x0,0x1D1FC4,1,atlas_start,smoke_mapA@1D1FC4,1D1FC4,19,18,684,Smoke limitation,,,high: atlas start fingerprint match cols=19 rows=18 src=atlas; identique vs ORI 9979; fp=6bf32f34d6a9 uniq=16 len=684
53,smoke,high,smoke_mapA@1D2270,smoke_mapA,0x1D2270,0x801D2270,atlas_start,0x0,0x1D2270,1,atlas_start,smoke_mapA@1D2270,1D2270,19,18,684,Smoke limitation,,,high: atlas start fingerprint match cols=19 rows=18 src=atlas; identique vs ORI 9979; fp=41c64f1bcc98 uniq=16 len=684
54,smoke,high,smoke_mapA@1D251C,smoke_mapA,0x1D251C,0x801D251C,atlas_start,0x0,0x1D251C,1,atlas_start,smoke_mapA@1D251C,1D251C,19,18,684,Smoke limitation,,,high: atlas start fingerprint match cols=19 rows=18 src=atlas; identique vs ORI 9979; fp=a4f9198853a4 uniq=16 len=684
55,smoke,high,smoke_mapA@1D27C8,smoke_mapA,0x1D27C8,0x801D27C8,atlas_start,0x0,0x1D27C8,1,atlas_start,smoke_mapA@1D27C8,1D27C8,19,18,684,Smoke limitation,,,high: atlas start fingerprint match cols=19 rows=18 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=57cd3d885d1a uniq=1 len=684
56,smoke,medium,smoke_mapA,smoke_mapA,0x1D0F34,0x801D0F34,C,0x8,0x1D0F2C,1,hub,smoke_mapA,1D1D18,19,18,684,Smoke limitation,C_fam_D00019A6_D0001998_1D0F34,0x800B1B10,medium: pointe DANS smoke_mapA @0x1D0F2C +0x8 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
57,smoke,medium,smoke_mapA,smoke_mapA,0x1D0F80,0x801D0F80,I,0x54,0x1D0F2C,1,hub,smoke_mapA,1D1D18,19,18,684,Smoke limitation,I_fam_unkX_unkY_1D0F80,0x800F8DB8,medium: pointe DANS smoke_mapA @0x1D0F2C +0x54 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
58,smoke,medium,smoke_mapA,smoke_mapA,0x1D282C,0x801D282C,I,0x64,0x1D27C8,1,hub,smoke_mapA@1D27C8,1D27C8,19,18,684,Smoke limitation,I_fam_unkX_unkY_1D282C,0x80081ECA,medium: pointe DANS smoke_mapA @0x1D27C8 +0x64 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=3f7783e824c8 uniq_u16=26
59,smoke,medium,smoke_mapA,smoke_mapA,0x1D287C,0x801D287C,2d,0xB4,0x1D27C8,1,hub,smoke_mapA@1D27C8,1D27C8,19,18,684,Smoke limitation,fam_unkX_D00017D6_1D287C,0x8008E56C,medium: pointe DANS smoke_mapA @0x1D27C8 +0xB4 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=b1c72dfd1bfc uniq_u16=27
60,smoke,medium,smoke_mapA,smoke_mapA,0x1D232C,0x801D232C,C,0xBC,0x1D2270,1,hub,smoke_mapA@1D2270,1D2270,19,18,684,Smoke limitation,C_fam_unkX_unkY_1D232C,0x800DDB38,medium: pointe DANS smoke_mapA @0x1D2270 +0xBC (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=aa049124c6bd uniq_u16=31
61,smoke,medium,smoke_mapA,smoke_mapA,0x1D1040,0x801D1040,B,0x114,0x1D0F2C,1,hub,smoke_mapA,1D1D18,19,18,684,Smoke limitation,B_fam_unkX_unkY_1D1040,0x80096A6C,medium: pointe DANS smoke_mapA @0x1D0F2C +0x114 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
62,smoke,medium,smoke_mapA,smoke_mapA,0x1D20E4,0x801D20E4,2d,0x120,0x1D1FC4,1,hub,smoke_mapA@1D1FC4,1D1FC4,19,18,684,Smoke limitation,fam_unkX_unkY_1D20E4,0x800879EC,medium: pointe DANS smoke_mapA @0x1D1FC4 +0x120 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5c9625e787d8 uniq_u16=31
63,smoke,medium,smoke_mapA,smoke_mapA,0x1D2654,0x801D2654,K,0x138,0x1D251C,1,hub,smoke_mapA@1D251C,1D251C,19,18,684,Smoke limitation,K_fam_unkX_unkY_1D2654,0x80093D34,medium: pointe DANS smoke_mapA @0x1D251C +0x138 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=0c2239d76506 uniq_u16=28
64,smoke,medium,smoke_mapA,smoke_mapA,0x1D1E64,0x801D1E64,2d,0x14C,0x1D1D18,1,hub,smoke_mapA,1D1D18,19,18,684,Smoke limitation,fam_unkX_unkY_1D1E64,0x80074DB2,medium: pointe DANS smoke_mapA @0x1D1D18 +0x14C (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=e1af9780e7ca uniq_u16=30
65,smoke,medium,smoke_mapA,smoke_mapA,0x1D10A0,0x801D10A0,2d,0x174,0x1D0F2C,1,hub,smoke_mapA,1D1D18,19,18,684,Smoke limitation,fam_D0002D9E_unkY_1D10A0,0x800CD17E,medium: pointe DANS smoke_mapA @0x1D0F2C +0x174 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
66,smoke,medium,smoke_mapA,smoke_mapA,0x1D296C,0x801D296C,2d,0x1A4,0x1D27C8,1,hub,smoke_mapA@1D27C8,1D27C8,19,18,684,Smoke limitation,fam_unkX_unkY_1D296C,0x800F04A4,medium: pointe DANS smoke_mapA @0x1D27C8 +0x1A4 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=7dc7cfa069a5 uniq_u16=30
67,smoke,medium,smoke_mapA,smoke_mapA,0x1D10DC,0x801D10DC,2d,0x1B0,0x1D0F2C,1,hub,smoke_mapA,1D1D18,19,18,684,Smoke limitation,fam_D000249A_D0002498_1D10DC,0x8008797E,medium: pointe DANS smoke_mapA @0x1D0F2C +0x1B0 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5b5045aac031 uniq_u16=1
68,smoke,medium,smoke_mapA,smoke_mapA,0x1D26F4,0x801D26F4,G,0x1D8,0x1D251C,1,hub,smoke_mapA@1D251C,1D251C,19,18,684,Smoke limitation,G_fam_D0002452_unkY_1D26F4,0x800974A6,medium: pointe DANS smoke_mapA @0x1D251C +0x1D8 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=c9ebb0b4399c uniq_u16=25
