rank,category,confidence,id_name,family,winols,ghidra,hub,delta,map_start,same_9979,source,atlas_id,atlas_addr,atlas_cols,atlas_rows,atlas_length,folder,fam_label,call_site,notes
278,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x197AA8,0x80197AA8,K,0x128,0x197980,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,K_fam_unkX_unkY_197AA8,0x80094A34,medium: pointe DANS soi_base_int_trq2A @0x197980 +0x128 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5bf06c313748 uniq_u16=10
279,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x195AAC,0x80195AAC,K,0x12C,0x195980,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,K_fam_unkX_unkY_195AAC,0x800948F2,medium: pointe DANS soi_base_int_trq2A @0x195980 +0x12C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=eba61cea37bd uniq_u16=21
280,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x1996B8,0x801996B8,E,0x138,0x199580,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,E_fam_unkX_unkY_1996B8,0x8012072C,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x138 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4df6eaa911a8 uniq_u16=16
281,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x18EABC,0x8018EABC,G,0x13C,0x18E980,1,hub,soi_base_int_trq2A@18E980,18E980,16,16,512,Start of injection SOI,G_fam_unkX_unkY_18EABC,0x800925F2,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0x13C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d66ec04e3d14 uniq_u16=21
282,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x1996D8,0x801996D8,I,0x158,0x199580,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,I_fam_unkX_unkY_1996D8,0x800E23DC,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x158 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=52780d15610f uniq_u16=16
283,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x18E500,0x8018E500,F,0x180,0x18E380,1,hub,soi_base_int_trq2A@18E380,18E380,16,16,512,Start of injection SOI,F_fam_unkX_unkY_18E500,0x80092712,medium: pointe DANS soi_base_int_trq2A @0x18E380 +0x180 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=26fafd11e165 uniq_u16=15
284,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x18CB04,0x8018CB04,G,0x184,0x18C980,1,hub,soi_base_int_trq2A@18C980,18C980,16,16,512,Start of injection SOI,G_fam_unkX_unkY_18CB04,0x800996A4,medium: pointe DANS soi_base_int_trq2A @0x18C980 +0x184 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=acc1e00e875c uniq_u16=13
285,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x196B04,0x80196B04,G,0x184,0x196980,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,G_fam_unkX_D0002BF2_196B04,0x80094BEE,medium: pointe DANS soi_base_int_trq2A @0x196980 +0x184 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=fc92600ee159 uniq_u16=22
286,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x19A708,0x8019A708,C,0x188,0x19A580,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,C_fam_unkX_unkY_19A708,0x800F1E54,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0x188 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=16c9eebf3b87 uniq_u16=31
287,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x197B14,0x80197B14,G,0x194,0x197980,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,G_fam_unkX_D0002BF4_197B14,0x80094C90,medium: pointe DANS soi_base_int_trq2A @0x197980 +0x194 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=dd14fb69c033 uniq_u16=18
288,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x18EB18,0x8018EB18,F,0x198,0x18E980,1,hub,soi_base_int_trq2A@18E980,18E980,16,16,512,Start of injection SOI,F_fam_unkX_unkY_18EB18,0x80099700,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0x198 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=577042b5e328 uniq_u16=14
289,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x19A718,0x8019A718,C,0x198,0x19A580,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,C_fam_D0002230_D0002232_19A718,0x800E2F98,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0x198 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4ba97b5ea53e uniq_u16=29
290,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x18DB1C,0x8018DB1C,F,0x19C,0x18D980,1,hub,soi_base_int_trq2A@18D980,18D980,16,16,512,Start of injection SOI,F_fam_unkX_unkY_18DB1C,0x800997EE,medium: pointe DANS soi_base_int_trq2A @0x18D980 +0x19C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d4ef65b55a76 uniq_u16=13
291,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x19A51C,0x8019A51C,C,0x19C,0x19A380,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,C_fam_D0001DC6_D0001DC4_19A51C,0x800A2F06,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x19C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=b9490c90ffb7 uniq_u16=12
292,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x18CB24,0x8018CB24,G,0x1A4,0x18C980,1,hub,soi_base_int_trq2A@18C980,18C980,16,16,512,Start of injection SOI,G_fam_unkX_unkY_18CB24,0x80099740,medium: pointe DANS soi_base_int_trq2A @0x18C980 +0x1A4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=b8fc3bae0553 uniq_u16=13
293,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x199728,0x80199728,C,0x1A8,0x199580,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,C_fam_D000297E_D00029A0_199728,0x800E25BA,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x1A8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=691c022610b7 uniq_u16=12
294,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x19A728,0x8019A728,F,0x1A8,0x19A580,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,F_fam_unkX_unkY_19A728,0x800F5AB0,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0x1A8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=930c94a36b0d uniq_u16=29
295,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x199534,0x80199534,L,0x1B4,0x199380,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,L_fam_unkX_D0002416_199534,0x8009B032,medium: pointe DANS soi_base_int_trq2A @0x199380 +0x1B4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=3ca1ffe1d0aa uniq_u16=9
296,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x18EB38,0x8018EB38,F,0x1B8,0x18E980,1,hub,soi_base_int_trq2A@18E980,18E980,16,16,512,Start of injection SOI,F_fam_unkX_unkY_18EB38,0x8009979C,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0x1B8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4f0c7029ec82 uniq_u16=10
297,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x199738,0x80199738,C,0x1B8,0x199580,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,C_fam_unkX_unkY_199738,0x800E9418,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x1B8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=3397c5107277 uniq_u16=8
298,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x19A53C,0x8019A53C,C,0x1BC,0x19A380,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,C_fam_D00022AC_unkY_19A53C,0x800D5992,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x1BC (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=3e067032ea33 uniq_u16=8
299,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x19A544,0x8019A544,2d,0x1C4,0x19A380,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,fam_unkX_D0001F5E_19A544,0x8011227E,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x1C4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=465c184304fe uniq_u16=9
300,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x19A554,0x8019A554,2d,0x1D4,0x19A380,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,fam_unkX_D0001F5E_19A554,0x801122D0,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x1D4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=99775277e5b6 uniq_u16=11
301,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x195B58,0x80195B58,H,0x1D8,0x195980,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,H_fam_unkX_unkY_195B58,0x80097DA2,medium: pointe DANS soi_base_int_trq2A @0x195980 +0x1D8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d4112b6641e5 uniq_u16=19
302,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x192B5A,0x80192B5A,H,0x1DA,0x192980,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,H_fam_unkX_unkY_192B5A,0x80097D8C,medium: pointe DANS soi_base_int_trq2A @0x192980 +0x1DA (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=a4e74330f895 uniq_u16=21
303,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x199760,0x80199760,2d,0x1E0,0x199580,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,fam_unkX_unkY_199760,0x801121FE,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x1E0 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=048f0714797c uniq_u16=10
304,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x19A564,0x8019A564,2d,0x1E4,0x19A380,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,fam_unkX_unkY_19A564,0x800F03F6,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x1E4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=49e9116c0d91 uniq_u16=10
305,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x191B68,0x80191B68,B,0x1E8,0x191980,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,B_fam_D0002BEC_unkY_191B68,0x80093098,medium: pointe DANS soi_base_int_trq2A @0x191980 +0x1E8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=6b28b24d4eb7 uniq_u16=25
306,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x18DB6C,0x8018DB6C,H,0x1EC,0x18D980,1,hub,soi_base_int_trq2A@18D980,18D980,16,16,512,Start of injection SOI,H_fam_unkX_unkY_18DB6C,0x80097E46,medium: pointe DANS soi_base_int_trq2A @0x18D980 +0x1EC (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=ca4f14b6197f uniq_u16=9
307,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x191B74,0x80191B74,H,0x1F4,0x191980,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,H_fam_unkX_unkY_191B74,0x80097D7C,medium: pointe DANS soi_base_int_trq2A @0x191980 +0x1F4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=44fc7017af14 uniq_u16=24
308,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x199B74,0x80199B74,2d,0x1F4,0x199980,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,fam_unkX_D0002C10_199B74,0x800953F0,medium: pointe DANS soi_base_int_trq2A @0x199980 +0x1F4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=adfd43c9e696 uniq_u16=7
309,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x19A578,0x8019A578,2d,0x1F8,0x19A380,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,fam_unkX_unkY_19A578,0x801032F2,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x1F8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5df67fd1c63a uniq_u16=11
310,soi,medium,soi_base_int_trq2A,soi_base_int_trq2A,0x195B7E,0x80195B7E,H,0x1FE,0x195980,1,hub,soi_base_int_trq2A,18C380,16,16,512,Start of injection SOI,H_fam_unkX_unkY_195B7E,0x80097DB0,medium: pointe DANS soi_base_int_trq2A @0x195980 +0x1FE (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4579f731d466 uniq_u16=7
311,duration,high,duration_inj6A,duration_inj6A,0x1CDC84,0x801CDC84,atlas_start,0x0,0x1CDC84,1,atlas_start,duration_inj6A,1CDC84,18,24,864,Injection system,,,high: atlas start fingerprint match cols=18 rows=24 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=66687aadf862 uniq=1 len=864
312,duration,high,duration_inj6A@1CDFE4,duration_inj6A,0x1CDFE4,0x801CDFE4,atlas_start,0x0,0x1CDFE4,1,atlas_start,duration_inj6A@1CDFE4,1CDFE4,18,24,864,Injection system,,,high: atlas start fingerprint match cols=18 rows=24 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=66687aadf862 uniq=1 len=864
313,duration,medium,duration_inj6A,duration_inj6A,0x1CDE04,0x801CDE04,2d,0x180,0x1CDC84,1,hub,duration_inj6A,1CDC84,18,24,864,Injection system,fam_unkX_unkY_1CDE04,0x80074EBE,medium: pointe DANS duration_inj6A @0x1CDC84 +0x180 (Injection system) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=cd095dabb1cd uniq_u16=32
314,duration,medium,duration_inj6A,duration_inj6A,0x1CDE44,0x801CDE44,C,0x1C0,0x1CDC84,1,hub,duration_inj6A,1CDC84,18,24,864,Injection system,C_fam_unkX_D0003010_1CDE44,0x800959B6,medium: pointe DANS duration_inj6A @0x1CDC84 +0x1C0 (Injection system) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=2fd9cc728632 uniq_u16=32
315,duration,medium,duration_inj6A,duration_inj6A,0x1CDE50,0x801CDE50,C,0x1CC,0x1CDC84,1,hub,duration_inj6A,1CDC84,18,24,864,Injection system,C_fam_D0001AB8_unkY_1CDE50,0x8008B652,medium: pointe DANS duration_inj6A @0x1CDC84 +0x1CC (Injection system) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=10011b5aab25 uniq_u16=32
316,duration,medium,duration_inj6A,duration_inj6A,0x1CDE5C,0x801CDE5C,F,0x1D8,0x1CDC84,1,hub,duration_inj6A,1CDC84,18,24,864,Injection system,F_fam_unkX_unkY_1CDE5C,0x8007E3D0,medium: pointe DANS duration_inj6A @0x1CDC84 +0x1D8 (Injection system) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=f1e849a9dd7b uniq_u16=31
317,duration,medium,duration_inj6A,duration_inj6A,0x1CDE8C,0x801CDE8C,B,0x208,0x1CDC84,1,hub,duration_inj6A,1CDC84,18,24,864,Injection system,B_fam_unkX_unkY_1CDE8C,0x800D6784,medium: pointe DANS duration_inj6A @0x1CDC84 +0x208 (Injection system) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=8ee507cdf486 uniq_u16=32
318,duration,medium,duration_inj6A,duration_inj6A,0x1CE29C,0x801CE29C,B,0x2B8,0x1CDFE4,1,hub,duration_inj6A@1CDFE4,1CDFE4,18,24,864,Injection system,B_fam_D0002496_D0002494_1CE29C,0x80087B26,medium: pointe DANS duration_inj6A @0x1CDFE4 +0x2B8 (Injection system) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=c261ad9eb5f6 uniq_u16=32
319,duration,medium,duration_inj6A,duration_inj6A,0x1CDF60,0x801CDF60,I,0x2DC,0x1CDC84,1,hub,duration_inj6A,1CDC84,18,24,864,Injection system,I_fam_unkX_unkY_1CDF60,0x800F8D96,medium: pointe DANS duration_inj6A @0x1CDC84 +0x2DC (Injection system) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=ab555fd568cb uniq_u16=32
320,duration,medium,duration_inj6A,duration_inj6A,0x1CE2CC,0x801CE2CC,B,0x2E8,0x1CDFE4,1,hub,duration_inj6A@1CDFE4,1CDFE4,18,24,864,Injection system,B_fam_unkX_unkY_1CE2CC,0x800954AA,medium: pointe DANS duration_inj6A @0x1CDFE4 +0x2E8 (Injection system) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d468fde807b6 uniq_u16=32
321,duration,medium,duration_inj6A,duration_inj6A,0x1CE310,0x801CE310,2d,0x32C,0x1CDFE4,1,hub,duration_inj6A@1CDFE4,1CDFE4,18,24,864,Injection system,fam_unkX_unkY_1CE310,0x800FD86C,medium: pointe DANS duration_inj6A @0x1CDFE4 +0x32C (Injection system) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=24c2b66835f5 uniq_u16=31
322,speed_limiter,high,vmax3,vmax3,0x18047C,0x8018047C,atlas_start,0x0,0x18047C,1,atlas_start,vmax3,18047C,1,1,2,Vehicle speed limiters,,,high: scalar/mask exact fp (2 bytes) folder=Vehicle speed limiters; identique vs ORI 9979; fp=06b73b868790 uniq=1 len=2
323,speed_limiter,high,vmax3@18047E,vmax3,0x18047E,0x8018047E,atlas_start,0x0,0x18047E,1,atlas_start,vmax3@18047E,18047E,1,1,2,Vehicle speed limiters,,,high: scalar/mask exact fp (2 bytes) folder=Vehicle speed limiters; identique vs ORI 9979; fp=06b73b868790 uniq=1 len=2
324,speed_limiter,high,vmax2,vmax2,0x18048A,0x8018048A,atlas_start,0x0,0x18048A,1,atlas_start,vmax2,18048A,1,1,2,Vehicle speed limiters,,,high: scalar/mask exact fp (2 bytes) folder=Vehicle speed limiters; identique vs ORI 9979; fp=a403f9b06cd7 uniq=1 len=2
325,speed_limiter,high,vmax2@18048C,vmax2,0x18048C,0x8018048C,atlas_start,0x0,0x18048C,1,atlas_start,vmax2@18048C,18048C,1,1,2,Vehicle speed limiters,,,high: scalar/mask exact fp (2 bytes) folder=Vehicle speed limiters; identique vs ORI 9979; fp=a403f9b06cd7 uniq=1 len=2
326,speed_limiter,high,vmax3@18049E,vmax3,0x18049E,0x8018049E,atlas_start,0x0,0x18049E,1,atlas_start,vmax3@18049E,18049E,1,1,2,Vehicle speed limiters,,,high: scalar/mask exact fp (2 bytes) folder=Vehicle speed limiters; identique vs ORI 9979; fp=06b73b868790 uniq=1 len=2
327,speed_limiter,high,vmax3@1804A0,vmax3,0x1804A0,0x801804A0,atlas_start,0x0,0x1804A0,1,atlas_start,vmax3@1804A0,1804A0,1,1,2,Vehicle speed limiters,,,high: scalar/mask exact fp (2 bytes) folder=Vehicle speed limiters; identique vs ORI 9979; fp=06b73b868790 uniq=1 len=2
328,speed_limiter,high,vmax3@1804A2,vmax3,0x1804A2,0x801804A2,atlas_start,0x0,0x1804A2,1,atlas_start,vmax3@1804A2,1804A2,1,1,2,Vehicle speed limiters,,,high: scalar/mask exact fp (2 bytes) folder=Vehicle speed limiters; identique vs ORI 9979; fp=06b73b868790 uniq=1 len=2
329,egr_control,high,airctl_hysteresisC@1D0120,airctl_hysteresisC,0x1D0120,0x801D0120,atlas_start,0x0,0x1D0120,1,atlas_start,airctl_hysteresisC@1D0120,1D0120,16,1,32,Air control,,,high: atlas start fingerprint match cols=16 rows=1 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=aa084b4e5209 uniq=1 len=32
330,egr_control,high,airctl_hysteresisC@1D0180,airctl_hysteresisC,0x1D0180,0x801D0180,atlas_start,0x0,0x1D0180,1,atlas_start,airctl_hysteresisC@1D0180,1D0180,16,1,32,Air control,,,high: atlas start fingerprint match cols=16 rows=1 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=aa084b4e5209 uniq=1 len=32
331,dtc_dpf,high,DTC_P2002,DTC_P2002,0x1A0071,0x801A0071,atlas_start,0x0,0x1A0071,1,atlas_start,DTC_P2002,1A0071,16,3,39,DPF,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=5722f54c78dd uniq=10 len=39
332,dtc_dpf,high,DTC_P2453,DTC_P2453,0x1A009D,0x801A009D,atlas_start,0x0,0x1A009D,1,atlas_start,DTC_P2453,1A009D,16,8,127,DPF,,,high: atlas start fingerprint match cols=16 rows=8 src=atlas; identique vs ORI 9979; fp=e05e5a399704 uniq=10 len=127
333,dtc_dpf,high,DTC_P0471,DTC_P0471,0x1A01D1,0x801A01D1,atlas_start,0x0,0x1A01D1,1,atlas_start,DTC_P0471,1A01D1,16,3,39,DPF,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=29a173d9ffd3 uniq=10 len=39
334,dtc_dpf,high,DTC_P2456,DTC_P2456,0x1A0229,0x801A0229,atlas_start,0x0,0x1A0229,1,atlas_start,DTC_P2456,1A0229,16,3,39,DPF,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=c0ff5d93b753 uniq=10 len=39
335,dtc_dpf,high,DTC_P2463,DTC_P2463,0x1A1409,0x801A1409,atlas_start,0x0,0x1A1409,1,atlas_start,DTC_P2463,1A1409,16,3,39,DPF,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=e90f55d92a25 uniq=10 len=39
336,dtc_dpf,high,DTC_P3004,DTC_P3004,0x1A22A5,0x801A22A5,atlas_start,0x0,0x1A22A5,1,atlas_start,DTC_P3004,1A22A5,16,2,26,DPF,,,high: atlas start fingerprint match cols=16 rows=2 src=atlas; identique vs ORI 9979; fp=82b8e336566c uniq=7 len=26
337,dtc_dpf,high,DTC_P3005,DTC_P3005,0x1A2381,0x801A2381,atlas_start,0x0,0x1A2381,1,atlas_start,DTC_P3005,1A2381,16,2,26,DPF,,,high: atlas start fingerprint match cols=16 rows=2 src=atlas; identique vs ORI 9979; fp=2810a3f4b394 uniq=7 len=26
338,dtc_dpf,high,DTC_P2458,DTC_P2458,0x1A2959,0x801A2959,atlas_start,0x0,0x1A2959,1,atlas_start,DTC_P2458,1A2959,16,3,39,DPF,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=e942a7ebecf3 uniq=10 len=39
339,dtc_dpf,high,DTC_P2454,DTC_P2454,0x1A32A1,0x801A32A1,atlas_start,0x0,0x1A32A1,1,atlas_start,DTC_P2454,1A32A1,16,3,39,DPF,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=d72f63a5e6b1 uniq=10 len=39
340,dtc_egr,high,DTC_P1428,DTC_P1428,0x19E809,0x8019E809,atlas_start,0x0,0x19E809,1,atlas_start,DTC_P1428,19E809,16,2,23,EGR,,,high: atlas start fingerprint match cols=16 rows=2 src=atlas; identique vs ORI 9979; fp=86e96cbdde8c uniq=7 len=23
341,dtc_egr,high,DTC_P2425,DTC_P2425,0x1A06A1,0x801A06A1,atlas_start,0x0,0x1A06A1,1,atlas_start,DTC_P2425,1A06A1,16,3,39,EGR,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=3fb05eacbab9 uniq=10 len=39
342,dtc_egr,high,DTC_P2426,DTC_P2426,0x1A06CD,0x801A06CD,atlas_start,0x0,0x1A06CD,1,atlas_start,DTC_P2426,1A06CD,16,3,39,EGR,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=104ac8b5566c uniq=10 len=39
343,dtc_egr,high,DTC_P2427,DTC_P2427,0x1A06F9,0x801A06F9,atlas_start,0x0,0x1A06F9,1,atlas_start,DTC_P2427,1A06F9,16,3,39,EGR,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=28a5f8b145d1 uniq=10 len=39
344,dtc_egr,high,DTC_P0401,DTC_P0401,0x1A0725,0x801A0725,atlas_start,0x0,0x1A0725,1,atlas_start,DTC_P0401,1A0725,16,3,39,EGR,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=10251f226b56 uniq=10 len=39
345,dtc_egr,high,DTC_P0402,DTC_P0402,0x1A0751,0x801A0751,atlas_start,0x0,0x1A0751,1,atlas_start,DTC_P0402,1A0751,16,3,39,EGR,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=1aa90c16f8ff uniq=10 len=39
346,dtc_egr,high,DTC_P0403,DTC_P0403,0x1A0885,0x801A0885,atlas_start,0x0,0x1A0885,1,atlas_start,DTC_P0403,1A0885,16,6,83,EGR,,,high: atlas start fingerprint match cols=16 rows=6 src=atlas; identique vs ORI 9979; fp=652b3cccf6b7 uniq=10 len=83
347,dtc_egr,high,DTC_P0400,DTC_P0400,0x1A0935,0x801A0935,atlas_start,0x0,0x1A0935,1,atlas_start,DTC_P0400,1A0935,16,3,39,EGR,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=f90c4a5edfb5 uniq=12 len=39
348,dtc_egr,high,DTC_P1400,DTC_P1400,0x1A0961,0x801A0961,atlas_start,0x0,0x1A0961,1,atlas_start,DTC_P1400,1A0961,16,3,39,EGR,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=659c7d905575 uniq=10 len=39
349,dtc_egr,high,DTC_P0407,DTC_P0407,0x1A3325,0x801A3325,atlas_start,0x0,0x1A3325,1,atlas_start,DTC_P0407,1A3325,16,3,39,EGR,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=c8afbdab0d2e uniq=10 len=39
350,dtc_egt,high,DTC_P2080,DTC_P2080,0x19FE09,0x8019FE09,atlas_start,0x0,0x19FE09,1,atlas_start,DTC_P2080,19FE09,16,3,39,EGT,,,high: atlas start fingerprint match cols=16 rows=3 src=atlas; identique vs ORI 9979; fp=8fdf313bdd2f uniq=10 len=39
