rank,hub,addr,grid80,id_name,family,roles,folder,delta,map_start,uniq_u16,usefulness,same_9979,call_site,axis_x,axis_y,fam_label,family_id_re,notes
118,I,0x19940C,0xA019940C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x8C,0x199380,19,200,1,0x800E2CBE,0xA01B6718,,I_fam_unkX_unkY_19940C,I_fam_0056,medium: pointe DANS soi_base_int_trq2A @0x199380 +0x8C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=c189ad71ccbe uniq_u16=19
119,I,0x18CC0C,0xA018CC0C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x8C,0x18CB80,16,200,1,0x80094A4C,,,I_fam_unkX_D0002BFA_18CC0C,I_fam_0023,medium: pointe DANS soi_base_int_trq2A @0x18CB80 +0x8C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=a86af58abb38 uniq_u16=16
120,D,0x18EA14,0xA018EA14,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x94,0x18E980,17,200,1,0x800927C0,,,D_fam_unkX_unkY_18EA14,D_fam_0150,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0x94 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4cad6db99bd7 uniq_u16=17
121,G,0x19AC28,0xA019AC28,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xA8,0x19AB80,19,200,1,0x8009B5A2,0xA01A0C14,,G_fam_D0010000_D000BADA_19AC28,G_fam_0077,medium: pointe DANS soi_base_int_trq2A @0x19AB80 +0xA8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=77ee5fb924e9 uniq_u16=19
122,E,0x18DC30,0xA018DC30,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xB0,0x18DB80,18,200,1,0x8009300C,,,E_fam_D0002BEC_unkY_18DC30,E_fam_0075,medium: pointe DANS soi_base_int_trq2A @0x18DB80 +0xB0 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=dd01b7126b93 uniq_u16=18
123,I,0x192C34,0xA0192C34,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xB4,0x192B80,19,200,1,0x800926A4,,,I_fam_unkX_unkY_192C34,I_fam_0079,medium: pointe DANS soi_base_int_trq2A @0x192B80 +0xB4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=0173eee38451 uniq_u16=19
124,C,0x19A438,0xA019A438,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xB8,0x19A380,24,200,1,0x80087920,0xA01A88EC,0xA01A14C4,C_fam_unkX_unkY_19A438,C_fam_0090,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0xB8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=590f5c5ac193 uniq_u16=24
125,G,0x199640,0xA0199640,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xC0,0x199580,20,200,1,0x800F0652,0xA01AA898,0xA01A666C,G_fam_D00022AA_unkY_199640,G_fam_0041,medium: pointe DANS soi_base_int_trq2A @0x199580 +0xC0 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=8d5b9e745fcf uniq_u16=20
126,F,0x19A644,0xA019A644,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xC4,0x19A580,24,200,1,0x800F029A,0xA01AC820,,F_fam_unkX_unkY_19A644,F_fam_0021,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0xC4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=f6c03f5a2aed uniq_u16=24
127,G,0x19A644,0xA019A644,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xC4,0x19A580,24,200,1,0x800F0286,0xA01AC820,,G_fam_unkX_unkY_19A644,G_fam_0068,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0xC4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=f6c03f5a2aed uniq_u16=24
128,D,0x18CA48,0xA018CA48,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xC8,0x18C980,21,200,1,0x80093560,,,D_fam_unkX_unkY_18CA48,D_fam_0160,medium: pointe DANS soi_base_int_trq2A @0x18C980 +0xC8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=83bfb61653c0 uniq_u16=21
129,F,0x18D848,0xA018D848,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xC8,0x18D780,21,200,0,0x800E5EF2,,,F_fam_unkX_unkY_18D848,F_fam_0171,medium: pointe DANS soi_base_int_trq2A @0x18D780 +0xC8 (Start of injection SOI) - pas le debut; comment only; differe de 9979 au meme offset; fp32=5bf45e796984 uniq_u16=21
130,E,0x199448,0xA0199448,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xC8,0x199380,17,200,1,0x80087894,0xA01B5820,0xA01A6600,E_fam_D000248E_D000247C_199448,E_fam_0027,medium: pointe DANS soi_base_int_trq2A @0x199380 +0xC8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=aafd5d76bd43 uniq_u16=17
131,C,0x19A44C,0xA019A44C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xCC,0x19A380,25,200,1,0x8007C648,0xA01A467C,,C_fam_unkX_unkY_19A44C,C_fam_0138,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0xCC (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=acc87daf861b uniq_u16=25
132,D,0x191A50,0xA0191A50,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xD0,0x191980,30,200,1,0x80094BD8,,,D_fam_unkX_D0002BF2_191A50,D_fam_0012,medium: pointe DANS soi_base_int_trq2A @0x191980 +0xD0 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=3acd96879efb uniq_u16=30
133,D,0x19A654,0xA019A654,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xD4,0x19A580,27,200,1,0x800CB7D2,,,D_fam_unkX_unkY_19A654,D_fam_0206,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0xD4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=fe42a97d6e97 uniq_u16=27
134,I,0x19A654,0xA019A654,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xD4,0x19A580,27,200,1,0x800CB7DE,0xA01BA9B8,,I_fam_unkX_unkY_19A654,I_fam_0059,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0xD4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=fe42a97d6e97 uniq_u16=27
135,2d,0x18C858,0xA018C858,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xD8,0x18C780,32,200,1,0x800DD096,,,fam_unkX_unkY_18C858,fam_0148,medium: pointe DANS soi_base_int_trq2A @0x18C780 +0xD8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=021781989418 uniq_u16=32
136,D,0x18CA58,0xA018CA58,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xD8,0x18C980,23,200,1,0x800934E0,,,D_fam_unkX_unkY_18CA58,D_fam_0159,medium: pointe DANS soi_base_int_trq2A @0x18C980 +0xD8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=81a26b496695 uniq_u16=23
137,D,0x195A58,0xA0195A58,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xD8,0x195980,20,200,1,0x80094A68,,,D_fam_unkX_D0002BFA_195A58,D_fam_0016,medium: pointe DANS soi_base_int_trq2A @0x195980 +0xD8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=bc4079031cbc uniq_u16=20
138,C,0x19945C,0xA019945C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xDC,0x199380,21,200,1,0x800C5524,0xA01AE95C,,C_fam_D00028DC_D00028F2_19945C,C_fam_0202,medium: pointe DANS soi_base_int_trq2A @0x199380 +0xDC (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=7b69a85fd64e uniq_u16=21
139,D,0x192A60,0xA0192A60,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xE0,0x192980,24,200,1,0x80094C7A,,,D_fam_unkX_D0002BF4_192A60,D_fam_0013,medium: pointe DANS soi_base_int_trq2A @0x192980 +0xE0 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=21a23760bbec uniq_u16=24
140,D,0x197A60,0xA0197A60,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xE0,0x197980,12,200,1,0x8009968E,,,D_fam_D0002824_D0002814_197A60,D_fam_0114,medium: pointe DANS soi_base_int_trq2A @0x197980 +0xE0 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=7ba03bbf31ed uniq_u16=12
141,2d,0x19A468,0xA019A468,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xE8,0x19A380,30,200,1,0x8007F178,0xA01AB908,0xA01AE8E0,fam_unkX_unkY_19A468,fam_0013,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0xE8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=34fe461b4ff5 uniq_u16=30
142,N,0x19A468,0xA019A468,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xE8,0x19A380,30,200,1,0x8007F14A,0xA01AA70C,0xA01A070C,N_fam_unkX_unkY_19A468,N_fam_0007,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0xE8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=34fe461b4ff5 uniq_u16=30
143,C,0x19946C,0xA019946C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xEC,0x199380,25,200,1,0x8008637C,0xA01AC1B4,,C_fam_unkX_D0003018_19946C,C_fam_0233,medium: pointe DANS soi_base_int_trq2A @0x199380 +0xEC (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=f6681139506a uniq_u16=25
144,K,0x18EA6C,0xA018EA6C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xEC,0x18E980,21,200,1,0x80092598,,,K_fam_unkX_unkY_18EA6C,K_fam_0040,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0xEC (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=9726cfc64e89 uniq_u16=21
145,2d,0x18C870,0xA018C870,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xF0,0x18C780,31,200,1,0x800DD0CE,,,fam_unkX_unkY_18C870,fam_0149,medium: pointe DANS soi_base_int_trq2A @0x18C780 +0xF0 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=9d38e4680231 uniq_u16=31
146,K,0x18CA74,0xA018CA74,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xF4,0x18C980,21,200,1,0x80092490,,,K_fam_unkX_unkY_18CA74,K_fam_0039,medium: pointe DANS soi_base_int_trq2A @0x18C980 +0xF4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=95b38b27de52 uniq_u16=21
147,N,0x19A678,0xA019A678,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xF8,0x19A580,29,200,1,0x800F3ED0,,,N_fam_D0001D50_unkY_19A678,N_fam_0023,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0xF8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=7b5fdcfcddd1 uniq_u16=29
148,2d,0x19947C,0xA019947C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xFC,0x199380,26,200,1,0x80085F44,0xA01B6928,0xA01B0938,fam_unkX_unkY_19947C,fam_0088,medium: pointe DANS soi_base_int_trq2A @0x199380 +0xFC (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=774f3bd67e53 uniq_u16=26
149,E,0x19947C,0xA019947C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0xFC,0x199380,26,200,1,0x80085F7E,0xA01A86D0,0xA01B0938,E_fam_unkX_unkY_19947C,E_fam_0016,medium: pointe DANS soi_base_int_trq2A @0x199380 +0xFC (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=774f3bd67e53 uniq_u16=26
150,F,0x18E080,0xA018E080,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x100,0x18DF80,29,200,1,0x8009261C,,,F_fam_unkX_unkY_18E080,F_fam_0103,medium: pointe DANS soi_base_int_trq2A @0x18DF80 +0x100 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=e8c105090295 uniq_u16=29
151,L,0x199484,0xA0199484,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x104,0x199380,26,200,1,0x8009B7A6,0xA01B39E8,,L_fam_unkX_unkY_199484,L_fam_0029,medium: pointe DANS soi_base_int_trq2A @0x199380 +0x104 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=8d13ba411091 uniq_u16=26
152,L,0x19A488,0xA019A488,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x108,0x19A380,27,200,1,0x800B200E,0xA01B4B0C,,L_fam_unkX_unkY_19A488,L_fam_0030,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x108 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=17e29b3d8959 uniq_u16=27
153,F,0x195A8C,0xA0195A8C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x10C,0x195980,18,200,1,0x8009358E,0xA01A4B9C,,F_fam_unkX_unkY_195A8C,F_fam_0075,medium: pointe DANS soi_base_int_trq2A @0x195980 +0x10C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=770f6ebba6a4 uniq_u16=18
154,J,0x199490,0xA0199490,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x110,0x199380,25,200,1,0x8009A598,0xA01ABAC8,,J_fam_unkX_unkY_199490,J_fam_0034,medium: pointe DANS soi_base_int_trq2A @0x199380 +0x110 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=ea757f7eea17 uniq_u16=25
155,C,0x19A494,0xA019A494,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x114,0x19A380,27,200,1,0x80114B3C,0xA01B6C34,,C_fam_D0002D44_unkY_19A494,C_fam_0271,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x114 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=7c24c99abddf uniq_u16=27
156,K,0x196A98,0xA0196A98,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x118,0x196980,27,200,1,0x80094994,0xA01A0B44,,K_fam_unkX_unkY_196A98,K_fam_0002,medium: pointe DANS soi_base_int_trq2A @0x196980 +0x118 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=6a88b9434c2a uniq_u16=27
157,F,0x195A9C,0xA0195A9C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x11C,0x195980,21,200,1,0x80093516,,,F_fam_unkX_unkY_195A9C,F_fam_0119,medium: pointe DANS soi_base_int_trq2A @0x195980 +0x11C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=259d43238abd uniq_u16=21
158,K,0x191AA0,0xA0191AA0,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x120,0x191980,25,200,1,0x8009268E,,,K_fam_unkX_unkY_191AA0,K_fam_0041,medium: pointe DANS soi_base_int_trq2A @0x191980 +0x120 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=43c5b096e94c uniq_u16=25
159,K,0x197AA8,0xA0197AA8,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x128,0x197980,10,200,1,0x80094A34,0xA01A0B7C,,K_fam_unkX_unkY_197AA8,K_fam_0003,medium: pointe DANS soi_base_int_trq2A @0x197980 +0x128 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5bf06c313748 uniq_u16=10
160,K,0x195AAC,0xA0195AAC,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x12C,0x195980,21,200,1,0x800948F2,,,K_fam_unkX_unkY_195AAC,K_fam_0063,medium: pointe DANS soi_base_int_trq2A @0x195980 +0x12C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=eba61cea37bd uniq_u16=21
161,E,0x1996B8,0xA01996B8,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x138,0x199580,16,200,1,0x8012072C,0xA01A92AC,0xA01AB2AC,E_fam_unkX_unkY_1996B8,E_fam_0021,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x138 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4df6eaa911a8 uniq_u16=16
162,G,0x18EABC,0xA018EABC,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x13C,0x18E980,21,200,1,0x800925F2,,,G_fam_unkX_unkY_18EABC,G_fam_0086,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0x13C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d66ec04e3d14 uniq_u16=21
163,I,0x1996D8,0xA01996D8,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x158,0x199580,16,200,1,0x800E23DC,0xA01BD958,0xA01AA5FC,I_fam_unkX_unkY_1996D8,I_fam_0046,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x158 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=52780d15610f uniq_u16=16
164,K,0x1996D8,0xA01996D8,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x158,0x199580,16,200,1,0x800E23C6,0xA01AA5FC,,K_fam_unkX_unkY_1996D8,K_fam_0019,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x158 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=52780d15610f uniq_u16=16
165,F,0x18E500,0xA018E500,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x180,0x18E380,15,200,1,0x80092712,,,F_fam_unkX_unkY_18E500,F_fam_0105,medium: pointe DANS soi_base_int_trq2A @0x18E380 +0x180 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=26fafd11e165 uniq_u16=15
166,G,0x196B04,0xA0196B04,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x184,0x196980,22,200,1,0x80094BEE,,,G_fam_unkX_D0002BF2_196B04,G_fam_0011,medium: pointe DANS soi_base_int_trq2A @0x196980 +0x184 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=fc92600ee159 uniq_u16=22
167,G,0x18CB04,0xA018CB04,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x184,0x18C980,13,200,1,0x800996A4,,,G_fam_unkX_unkY_18CB04,G_fam_0109,medium: pointe DANS soi_base_int_trq2A @0x18C980 +0x184 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=acc1e00e875c uniq_u16=13
168,C,0x19A708,0xA019A708,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x188,0x19A580,31,200,1,0x800F1E54,0xA01B9AE8,0xA01AC800,C_fam_unkX_unkY_19A708,C_fam_0128,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0x188 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=16c9eebf3b87 uniq_u16=31
169,G,0x197B14,0xA0197B14,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x194,0x197980,18,200,1,0x80094C90,,,G_fam_unkX_D0002BF4_197B14,G_fam_0012,medium: pointe DANS soi_base_int_trq2A @0x197980 +0x194 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=dd14fb69c033 uniq_u16=18
170,C,0x19A718,0xA019A718,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x198,0x19A580,29,200,1,0x800E2F98,0xA01BAAC4,,C_fam_D0002230_D0002232_19A718,C_fam_0198,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0x198 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4ba97b5ea53e uniq_u16=29
171,F,0x18EB18,0xA018EB18,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x198,0x18E980,14,200,1,0x80099700,0xA01A1B9C,,F_fam_unkX_unkY_18EB18,F_fam_0073,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0x198 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=577042b5e328 uniq_u16=14
172,G,0x18EB18,0xA018EB18,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x198,0x18E980,14,200,1,0x800996EA,,,G_fam_unkX_unkY_18EB18,G_fam_0110,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0x198 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=577042b5e328 uniq_u16=14
173,F,0x18DB1C,0xA018DB1C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x19C,0x18D980,13,200,1,0x800997EE,0xA01A0B8C,,F_fam_unkX_unkY_18DB1C,F_fam_0072,medium: pointe DANS soi_base_int_trq2A @0x18D980 +0x19C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d4ef65b55a76 uniq_u16=13
174,G,0x18DB1C,0xA018DB1C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x19C,0x18D980,13,200,1,0x800997DA,0xA01A2B84,,G_fam_unkX_unkY_18DB1C,G_fam_0067,medium: pointe DANS soi_base_int_trq2A @0x18D980 +0x19C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d4ef65b55a76 uniq_u16=13
175,C,0x19A51C,0xA019A51C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x19C,0x19A380,12,200,1,0x800A2F06,0xA01BFA78,,C_fam_D0001DC6_D0001DC4_19A51C,C_fam_0038,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x19C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=b9490c90ffb7 uniq_u16=12
176,G,0x18CB24,0xA018CB24,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1A4,0x18C980,13,200,1,0x80099740,0xA01A1B9C,,G_fam_unkX_unkY_18CB24,G_fam_0066,medium: pointe DANS soi_base_int_trq2A @0x18C980 +0x1A4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=b8fc3bae0553 uniq_u16=13
177,F,0x19A728,0xA019A728,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1A8,0x19A580,29,200,1,0x800F5AB0,0xA01ACEB4,,F_fam_unkX_unkY_19A728,F_fam_0022,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0x1A8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=930c94a36b0d uniq_u16=29
178,G,0x19A728,0xA019A728,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1A8,0x19A580,29,200,1,0x800F5A8A,0xA01B0718,,G_fam_unkX_unkY_19A728,G_fam_0070,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0x1A8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=930c94a36b0d uniq_u16=29
179,C,0x199728,0xA0199728,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1A8,0x199580,12,200,1,0x800E25BA,0xA01B9AC4,,C_fam_D000297E_D00029A0_199728,C_fam_0206,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x1A8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=691c022610b7 uniq_u16=12
180,L,0x199534,0xA0199534,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1B4,0x199380,9,200,1,0x8009B032,0xA01AAAE8,,L_fam_unkX_D0002416_199534,L_fam_0034,medium: pointe DANS soi_base_int_trq2A @0x199380 +0x1B4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=3ca1ffe1d0aa uniq_u16=9
181,F,0x18EB38,0xA018EB38,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1B8,0x18E980,10,200,1,0x8009979C,0xA01A2B84,,F_fam_unkX_unkY_18EB38,F_fam_0074,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0x1B8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4f0c7029ec82 uniq_u16=10
182,G,0x18EB38,0xA018EB38,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1B8,0x18E980,10,200,1,0x80099786,,,G_fam_unkX_unkY_18EB38,G_fam_0111,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0x1B8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4f0c7029ec82 uniq_u16=10
183,C,0x199738,0xA0199738,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1B8,0x199580,8,200,1,0x800E9418,0xA01B9AD0,,C_fam_unkX_unkY_199738,C_fam_0176,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x1B8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=3397c5107277 uniq_u16=8
184,C,0x19A53C,0xA019A53C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1BC,0x19A380,8,200,1,0x800D5992,,,C_fam_D00022AC_unkY_19A53C,C_fam_0259,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x1BC (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=3e067032ea33 uniq_u16=8
